state,district,market,crop,variety,date,min_price,max_price,price_per_kg
karnataka,davangere,davangere,potato,potato,19-08-2025,2000,2400,2100
karnataka,davangere,davangere,tomato,tomato,19-08-2025,1900,2300,2100
karnataka,shimoga,shimoga,beans,beans (whole),19-08-2025,3000,5000,4000
karnataka,shimoga,shimoga,carrot,carrot,19-08-2025,4800,5000,4900
karnataka,shimoga,shimoga,green chilli,green chilly,19-08-2025,4000,5000,4500
karnataka,shimoga,shimoga,rice,coarse,19-08-2025,2105,3050,3000
kerala,alappuzha,aroor,bitter gourd,other,19-08-2025,6500,6700,6600
kerala,alappuzha,aroor,drumstick,other,19-08-2025,4000,4200,4100
kerala,alappuzha,aroor,french beans (frasbean),other,19-08-2025,7000,7200,7100
kerala,alappuzha,chengannur,amphophalus,other,19-08-2025,4900,5200,5000
kerala,alappuzha,chengannur,cluster beans,cluster beans,19-08-2025,5800,6100,6000
kerala,alappuzha,chengannur,cucumbar(kheera),other,19-08-2025,3900,4200,4000
kerala,alappuzha,chengannur,drumstick,other,19-08-2025,3800,4100,4000
kerala,alappuzha,chengannur,garlic,garlic,19-08-2025,0,0,12000
kerala,alappuzha,chengannur,ginger(green),green ginger,19-08-2025,0,0,7000
kerala,alappuzha,chengannur,lemon,lemon,19-08-2025,0,0,6000
kerala,alappuzha,chengannur,potato,potato,19-08-2025,3300,3600,3400
kerala,alappuzha,cherthala,beetroot,other,19-08-2025,4000,4200,4100
kerala,alappuzha,cherthala,carrot,carrot,19-08-2025,6000,6200,6100
kerala,alappuzha,cherthala,cucumbar(kheera),cucumbar,19-08-2025,3200,3400,3300
kerala,alappuzha,harippad,cowpea(veg),other,19-08-2025,4000,4500,4000
kerala,alappuzha,harippad,cucumbar(kheera),other,19-08-2025,3000,3500,3000
kerala,alappuzha,harippad,green chilli,other,19-08-2025,4000,4500,4000
kerala,alappuzha,harippad,onion,other,19-08-2025,5000,5500,5000
kerala,alappuzha,kayamkulam,banana,nendra bale,19-08-2025,4500,4700,4600
kerala,alappuzha,kayamkulam,bitter gourd,other,19-08-2025,5900,6100,6000
kerala,alappuzha,kayamkulam,french beans (frasbean),other,19-08-2025,5500,5700,5600
kerala,alappuzha,kayamkulam,green chilli,other,19-08-2025,8000,8200,8100
kerala,alappuzha,kayamkulam,onion,big,19-08-2025,1900,2100,2000
kerala,ernakulam,aluva,bhindi(ladies finger),bhindi,19-08-2025,3000,4000,3500
kerala,ernakulam,aluva,cabbage,cabbage,19-08-2025,2000,3000,2500
kerala,ernakulam,aluva,carrot,carrot,19-08-2025,6500,8000,7300
kerala,ernakulam,aluva,cauliflower,other,19-08-2025,2000,4000,3000
kerala,ernakulam,aluva,tomato,tomato,19-08-2025,5000,6000,5500
kerala,ernakulam,ernakulam,amaranthus,amaranthus,19-08-2025,2500,2800,2700
kerala,ernakulam,mazhuvannur vfpck,banana,poovan,19-08-2025,1200,4700,3000
kerala,ernakulam,mazhuvannur vfpck,banana,robusta,19-08-2025,700,3000,1700
kerala,ernakulam,mazhuvannur vfpck,papaya,other,19-08-2025,1000,2400,1300
kerala,ernakulam,north paravur,alsandikai,alsandikai,19-08-2025,5500,6000,5800
kerala,ernakulam,north paravur,amaranthus,amaranthus,19-08-2025,1500,2500,2000
kerala,ernakulam,north paravur,bhindi(ladies finger),bhindi,19-08-2025,3500,4000,3800
kerala,ernakulam,north paravur,cabbage,cabbage,19-08-2025,2200,2800,2400
kerala,ernakulam,north paravur,ginger(green),green ginger,19-08-2025,7500,8000,7800
kerala,ernakulam,north paravur,indian beans (seam),indian beans (seam),19-08-2025,4000,5000,4500
kerala,ernakulam,north paravur,mango (raw-ripe),mango - raw-ripe,19-08-2025,9000,10000,9500
kerala,ernakulam,north paravur,mint(pudina),mint(pudina),19-08-2025,7000,8000,7500
kerala,ernakulam,north paravur,potato,(red nanital),19-08-2025,4000,5000,4500
kerala,ernakulam,perumbavoor,bitter gourd,bitter gourd,19-08-2025,4500,5500,5000
kerala,ernakulam,perumbavoor,brinjal,brinjal,19-08-2025,2400,3400,2700
kerala,ernakulam,perumbavoor,coconut seed,coconut seed,19-08-2025,7500,8500,8000
kerala,ernakulam,perumbavoor,colacasia,other,19-08-2025,5000,6000,5500
kerala,ernakulam,perumbavoor,little gourd (kundru),other,19-08-2025,3800,4800,4200
kerala,ernakulam,perumbavoor,onion,onion,19-08-2025,1500,2500,2000
kerala,ernakulam,piravam,banana - green,other,19-08-2025,5000,6000,5500
kerala,ernakulam,piravam,beetroot,other,19-08-2025,4000,5000,4500
kerala,ernakulam,piravam,bitter gourd,other,19-08-2025,5000,6000,5500
kerala,ernakulam,piravam,cauliflower,other,19-08-2025,4000,5000,4500
kerala,ernakulam,piravam,colacasia,other,19-08-2025,8000,9000,8500
kerala,ernakulam,piravam,coriander(leaves),other,19-08-2025,8000,0,8500
kerala,ernakulam,piravam,cowpea(veg),other,19-08-2025,6000,7000,6500
kerala,ernakulam,piravam,indian beans (seam),other,19-08-2025,6000,7000,6500
kerala,ernakulam,piravam,lemon,other,19-08-2025,7000,8000,7500
kerala,ernakulam,piravam,little gourd (kundru),other,19-08-2025,4500,5500,5000
kerala,ernakulam,piravam,papaya,papaya,19-08-2025,4000,5000,4500
kerala,ernakulam,thrippunithura,cauliflower,cauliflower,19-08-2025,5000,6000,5200
kerala,ernakulam,thrippunithura,cluster beans,cluster beans,19-08-2025,5000,7000,5200
kerala,ernakulam,thrippunithura,green chilli,green chilly,19-08-2025,6500,10000,7000
kerala,ernakulam,thrippunithura,mango (raw-ripe),mango - raw-ripe,19-08-2025,10000,11000,10500
kerala,ernakulam,thrippunithura,pumpkin,pumpkin,19-08-2025,3000,4000,3200
kerala,ernakulam,thuravoor vfpck,banana,nendra bale,19-08-2025,4300,4500,4400
kerala,idukki,adimali,amphophalus,amphophalus,19-08-2025,6000,6000,6000
kerala,idukki,adimali,bitter gourd,bitter gourd,19-08-2025,6000,6000,6000
kerala,idukki,adimali,drumstick,drumstick,19-08-2025,4000,4000,4000
kerala,idukki,adimali,pineapple,pine apple,19-08-2025,6000,6000,6000
kerala,idukki,adimali,pumpkin,pumpkin,19-08-2025,2500,2500,2500
kerala,idukki,kanthaloor vfpck,cabbage,cabbage,19-08-2025,1200,1800,1500
kerala,idukki,thodupuzha,arecanut(betelnut/supari),other,19-08-2025,25800,26000,26000
kerala,idukki,thodupuzha,nutmeg,other,19-08-2025,26800,27000,27000
kerala,idukki,thodupuzha,rubber,other,19-08-2025,16800,17000,17000
kerala,kannur,kannur,cowpea(veg),cowpea (veg),19-08-2025,5000,5400,5200
kerala,kannur,payyannur,banana,other,19-08-2025,4200,4400,4300
kerala,kannur,payyannur,black pepper,other,19-08-2025,63000,65000,64000
kerala,kannur,payyannur,cucumbar(kheera),other,19-08-2025,4300,4500,4400
kerala,kannur,taliparamba,banana,other,19-08-2025,5300,5500,5400
kerala,kannur,taliparamba,tomato,tomato,19-08-2025,3900,4100,4000
kerala,kannur,thalasserry,banana,other,19-08-2025,4800,5200,5000
kerala,kannur,thalasserry,banana,other,19-08-2025,7000,7200,7100
kerala,kannur,thalasserry,bhindi(ladies finger),other,19-08-2025,3600,3800,3700
kerala,kannur,thalasserry,black pepper,other,19-08-2025,64300,65000,64500
kerala,kasargod,kasargod,banana,nendra bale,19-08-2025,4800,5000,4900
kerala,kasargod,kasargod,copra,other,19-08-2025,21000,21209,21100
kerala,kollam,anchal,bottle gourd,other,19-08-2025,1800,2000,1900
kerala,kollam,anchal,elephant yam (suran),elephant yam (suran),19-08-2025,4000,4200,4100
kerala,kollam,anchal,tapioca,other,19-08-2025,2500,2700,2600
kerala,kollam,kottarakkara,brinjal,other,19-08-2025,5000,6000,5500
kerala,kollam,kottarakkara,carrot,other,19-08-2025,7000,7700,7500
kerala,kollam,kottarakkara,cucumbar(kheera),other,19-08-2025,5000,5500,5200
kerala,kollam,kottarakkara,pumpkin,other,19-08-2025,2400,3400,3000
kerala,kollam,kottarakkara,tapioca,other,19-08-2025,4000,4500,4200
kerala,kottayam,athirampuzha,banana,banana - ripe,19-08-2025,4000,4200,4100
kerala,kottayam,athirampuzha,banana,poovan,19-08-2025,7800,8000,7900
kerala,kottayam,athirampuzha,cowpea(veg),cowpea (veg),19-08-2025,5500,5700,5600
kerala,kottayam,athirampuzha,drumstick,drumstick,19-08-2025,2500,2700,2600
kerala,kottayam,athirampuzha,french beans (frasbean),french beans (frasbean),19-08-2025,5500,5700,5600
kerala,kottayam,athirampuzha,pineapple,other,19-08-2025,3400,3600,3500
kerala,kottayam,athirampuzha,pumpkin,pumpkin,19-08-2025,2400,2600,2500
kerala,kottayam,athirampuzha,tomato,tomato,19-08-2025,5200,5400,5300
kerala,kottayam,kattampak  vfpck,pumpkin,pumpkin,19-08-2025,1400,1600,1500
kerala,kottayam,kuruppanthura,cabbage,cabbage,19-08-2025,3800,4000,4000
kerala,kottayam,kuruppanthura,coconut,medium,19-08-2025,7600,8000,8000
kerala,kottayam,kuruppanthura,cowpea(veg),cowpea (veg),19-08-2025,6600,7000,7000
kerala,kottayam,kuruppanthura,green chilli,green chilly,19-08-2025,6400,8000,7000
kerala,kottayam,kuruppanthura,pineapple,pine apple,19-08-2025,3500,4000,4000
kerala,kottayam,kuruppanthura,pumpkin,pumpkin,19-08-2025,3200,3200,3200
kerala,kottayam,pala,banana - green,banana - green,19-08-2025,3400,4400,4000
kerala,kottayam,pala,bhindi(ladies finger),bhindi,19-08-2025,4200,6000,5200
kerala,kottayam,pala,carrot,carrot,19-08-2025,6800,8000,7400
kerala,kottayam,pala,cowpea(veg),cowpea (veg),19-08-2025,6700,8000,7400
kerala,kottayam,pala,cucumbar(kheera),cucumbar,19-08-2025,5000,7000,6000
kerala,kottayam,pala,onion,big,19-08-2025,2500,3400,3000
kerala,kottayam,pampady,bitter gourd,bitter gourd,19-08-2025,5200,6600,5500
kerala,kottayam,pampady,brinjal,brinjal,19-08-2025,5100,6600,6000
kerala,kottayam,pampady,coconut,coconut,19-08-2025,6400,7400,7000
kerala,kottayam,pampady,little gourd (kundru),other,19-08-2025,4200,5500,5000
kerala,kottayam,pampady,snakeguard,other,19-08-2025,4500,6000,5500
kerala,kottayam,thalayolaparambu,banana - green,banana - green,19-08-2025,3600,4000,3800
kerala,kottayam,thalayolaparambu,brinjal,brinjal,19-08-2025,4000,4400,4200
kerala,kottayam,thalayolaparambu,cucumbar(kheera),cucumbar,19-08-2025,4000,4300,4100
kerala,kottayam,thalayolaparambu,snakeguard,snakeguard,19-08-2025,3900,4200,4000
kerala,kottayam,thalayolaparambu,tapioca,tapioca,19-08-2025,2500,2800,2600
kerala,kozhikode(calicut),kallachi,amaranthus,amaranthus,19-08-2025,3300,3700,3500
kerala,kozhikode(calicut),kallachi,amphophalus,amphophalus,19-08-2025,5800,6200,6000
kerala,kozhikode(calicut),kallachi,banana,rasakathai,19-08-2025,5300,5700,5500
kerala,kozhikode(calicut),kallachi,brinjal,brinjal,19-08-2025,3400,3800,3600
kerala,kozhikode(calicut),kallachi,carrot,carrot,19-08-2025,7300,7700,7500
kerala,kozhikode(calicut),kallachi,onion,other,19-08-2025,2200,2600,2400
kerala,kozhikode(calicut),mukkom,bhindi(ladies finger),bhindi,19-08-2025,4500,4800,4600
kerala,kozhikode(calicut),mukkom,bitter gourd,bitter gourd,19-08-2025,4800,5200,5000
kerala,kozhikode(calicut),mukkom,cucumbar(kheera),cucumbar,19-08-2025,3800,4200,4000
kerala,kozhikode(calicut),mukkom,potato,other,19-08-2025,2500,2800,2600
kerala,kozhikode(calicut),palayam,ashgourd,other,19-08-2025,1800,2000,1800
kerala,kozhikode(calicut),palayam,bhindi(ladies finger),other,19-08-2025,3200,3200,3200
kerala,kozhikode(calicut),palayam,brinjal,other,19-08-2025,2600,2600,2600
kerala,kozhikode(calicut),palayam,tomato,other,19-08-2025,3214,3214,3214
kerala,kozhikode(calicut),perambra,ashgourd,other,19-08-2025,2500,3000,3000
kerala,kozhikode(calicut),perambra,beetroot,other,19-08-2025,3000,3500,3200
kerala,kozhikode(calicut),perambra,brinjal,other,19-08-2025,3300,4000,4000
kerala,kozhikode(calicut),perambra,cabbage,other,19-08-2025,2500,3000,2500
kerala,kozhikode(calicut),perambra,capsicum,capsicum,19-08-2025,7000,7000,7000
kerala,kozhikode(calicut),perambra,cluster beans,other,19-08-2025,5000,6000,5500
kerala,kozhikode(calicut),perambra,pumpkin,other,19-08-2025,2500,3000,2700
kerala,kozhikode(calicut),quilandy,banana - green,other,19-08-2025,4400,4500,4500
kerala,kozhikode(calicut),quilandy,beetroot,other,19-08-2025,3000,3300,3200
kerala,kozhikode(calicut),quilandy,bhindi(ladies finger),other,19-08-2025,3800,4100,4000
kerala,kozhikode(calicut),quilandy,coriander(leaves),other,19-08-2025,5800,6000,6000
kerala,kozhikode(calicut),quilandy,green chilli,other,19-08-2025,6000,6800,6300
kerala,kozhikode(calicut),thamarassery,cucumbar(kheera),other,19-08-2025,3600,4500,3800
kerala,kozhikode(calicut),thamarassery,french beans (frasbean),other,19-08-2025,4500,5500,4800
kerala,kozhikode(calicut),thamarassery,ginger(green),other,19-08-2025,5800,7500,6500
kerala,kozhikode(calicut),thamarassery,onion,other,19-08-2025,2200,2700,2400
kerala,kozhikode(calicut),thamarassery,potato,other,19-08-2025,2400,3000,2600
kerala,kozhikode(calicut),thamarassery,pumpkin,other,19-08-2025,2100,2900,2400
kerala,kozhikode(calicut),vengeri(kozhikode),bitter gourd,bitter gourd,19-08-2025,3500,3800,3800
kerala,kozhikode(calicut),vengeri(kozhikode),snakeguard,snakeguard,19-08-2025,3500,3800,3800
kerala,malappuram,kottakkal,apple,other,19-08-2025,13300,13500,13400
kerala,malappuram,kottakkal,ashgourd,other,19-08-2025,2200,2400,2300
kerala,malappuram,kottakkal,carrot,other,19-08-2025,6600,6800,6700
kerala,malappuram,kottakkal,cauliflower,other,19-08-2025,2000,2200,2100
kerala,malappuram,kottakkal,custard apple (sharifa),custard apple(sharifa),19-08-2025,3800,4000,3900
kerala,malappuram,kottakkal,papaya (raw),other,19-08-2025,2200,2400,2300
kerala,malappuram,kottakkal,sweet potato,hosur green,19-08-2025,2600,2800,2700
kerala,palakad,elevancheri vfpck,snakeguard,snakeguard,19-08-2025,2000,2300,2200
kerala,palakad,koduvayoor,banana,nendra bale,19-08-2025,4200,4600,4400
kerala,palakad,koduvayoor,banana,palayamthodan,19-08-2025,2700,3100,2900
kerala,palakad,koduvayoor,brinjal,other,19-08-2025,3500,3900,3700
kerala,palakad,koduvayoor,carrot,other,19-08-2025,3400,3800,3600
kerala,palakad,koduvayoor,cauliflower,other,19-08-2025,3600,4000,3800
kerala,palakad,koduvayoor,cluster beans,other,19-08-2025,2800,3200,3000
kerala,palakad,koduvayoor,cowpea(veg),other,19-08-2025,4000,4400,4200
kerala,palakad,koduvayoor,green chilli,other,19-08-2025,4500,4900,4700
kerala,palakad,koduvayoor,potato,other,19-08-2025,2800,3200,3000
kerala,palakad,palakkad,banana,nendra bale,19-08-2025,3500,4500,4100
kerala,palakad,palakkad,banana,palayamthodan,19-08-2025,3000,4000,3600
kerala,palakad,palakkad,bitter gourd,bitter gourd,19-08-2025,4000,5000,4600
kerala,palakad,palakkad,green chilli,green chilly,19-08-2025,6000,7000,6600
kerala,palakad,palakkad,potato,potato,19-08-2025,3000,4000,3600
kerala,pathanamthitta,erath  vfpck,snakeguard,other,19-08-2025,3800,4100,3900
kerala,pathanamthitta,kuttoor,cowpea(veg),cowpea (veg),19-08-2025,7600,8000,7800
kerala,thirssur,annamanada  vfpck,banana,robusta,19-08-2025,1000,2600,2000
kerala,thirssur,chavakkad,banana,palayamthodan,19-08-2025,3000,4000,4000
kerala,thirssur,chavakkad,brinjal,other,19-08-2025,3000,4000,4000
kerala,thirssur,chavakkad,cabbage,other,19-08-2025,2000,3000,3000
kerala,thirssur,chavakkad,garlic,other,19-08-2025,10000,12000,12000
kerala,thirssur,chavakkad,onion,other,19-08-2025,2200,3000,2800
kerala,thirssur,chelakkara,banana - green,other,19-08-2025,5500,6000,5800
kerala,thirssur,chelakkara,cowpea(veg),other,19-08-2025,5000,5500,5200
kerala,thirssur,chelakkara,elephant yam (suran),other,19-08-2025,7400,7800,7500
kerala,thirssur,chelakkara,mango (raw-ripe),other,19-08-2025,6000,6500,6200
kerala,thirssur,chelakkara,potato,other,19-08-2025,3800,4000,3900
kerala,thirssur,kodungalloor,banana - green,other,19-08-2025,3800,4500,4000
kerala,thiruvananthapuram,pappanchani vfpck,amranthas red,chawli lal,19-08-2025,48,50,49
kerala,thiruvananthapuram,pappanchani vfpck,cowpea(veg),bean barbati,19-08-2025,78,80,79
kerala,wayanad,manathavady,ashgourd,ashgourd,19-08-2025,1000,1100,1100
kerala,wayanad,manathavady,bitter gourd,bitter gourd,19-08-2025,2600,2700,2700
kerala,wayanad,manathavady,black pepper,ungrabled,19-08-2025,66000,66000,66000
kerala,wayanad,manathavady,ginger(green),green ginger,19-08-2025,4000,4100,4100
kerala,wayanad,manathavady,pumpkin,pumpkin,19-08-2025,900,1000,1000
kerala,wayanad,pulpally,amaranthus,other,19-08-2025,2500,2700,2600
kerala,wayanad,pulpally,paddy(dhan)(common),other,19-08-2025,2340,2360,2350
kerala,wayanad,pulpally,pepper ungarbled,other,19-08-2025,64600,64800,64700
madhya pradesh,ashoknagar,ashoknagar,wheat,sharbati,19-08-2025,2660,3290,3290
madhya pradesh,badwani,badwani(f&v),bhindi(ladies finger),bhindi,19-08-2025,1200,1200,1200
madhya pradesh,badwani,badwani(f&v),bitter gourd,bitter gourd,19-08-2025,1100,1100,1100
madhya pradesh,badwani,badwani(f&v),bottle gourd,bottle gourd,19-08-2025,800,800,800
madhya pradesh,badwani,sendhwa(f&v),onion,red,19-08-2025,400,900,700
madhya pradesh,badwani,sendhwa(f&v),sponge gourd,sponge gourd,19-08-2025,800,1200,900
madhya pradesh,balaghat,balaghat,wheat,wheat-organic,19-08-2025,2250,2250,2250
madhya pradesh,bhopal,berasia,soyabean,soyabeen,19-08-2025,3665,4505,4465
madhya pradesh,bhopal,berasia,wheat,mill quality,19-08-2025,2320,2673,2575
madhya pradesh,bhopal,berasia,wheat,wheat,19-08-2025,2101,2879,2580
madhya pradesh,bhopal,bhopal,onion,onion,19-08-2025,981,1551,1500
madhya pradesh,chhatarpur,lavkush nagar(laundi),mustard,mustard,19-08-2025,6300,6310,6305
madhya pradesh,chhatarpur,lavkush nagar(laundi),wheat,mill quality,19-08-2025,2485,2515,2500
madhya pradesh,chhatarpur,naugaon,wheat,wheat,19-08-2025,2500,2550,2550
madhya pradesh,chhatarpur,naugaon,wheat,wheat,19-08-2025,2515,2540,2540
madhya pradesh,damoh,damoh,green peas,organic,19-08-2025,3210,3210,3210
madhya pradesh,damoh,javera,wheat,wheat,19-08-2025,2500,2560,2560
madhya pradesh,datia,datia,wheat,wheat,19-08-2025,2580,2585,2585
madhya pradesh,dhar,badnawar,onion,onion,19-08-2025,450,1205,700
madhya pradesh,dhar,dhamnod,kabuli chana(chickpeas-white),dollar gram,19-08-2025,8455,9550,9550
madhya pradesh,dhar,gandhwani,wheat,wheat,19-08-2025,2640,2780,2760
madhya pradesh,dhar,manawar,bengal gram(gram)(whole),gram,19-08-2025,5800,5800,5800
madhya pradesh,dhar,manawar(f&v),coriander(leaves),coriander,19-08-2025,1086,1286,1186
madhya pradesh,dhar,manawar(f&v),spinach,spinach,19-08-2025,1200,1400,1300
madhya pradesh,dhar,manawar(f&v),tomato,tomato,19-08-2025,2000,2200,2100
madhya pradesh,guna,aron,wheat,wheat,19-08-2025,2630,2718,2718
madhya pradesh,guna,binaganj,soyabean,soyabeen,19-08-2025,4390,4390,4390
madhya pradesh,guna,guna,bengal gram(gram)(whole),gram,19-08-2025,5705,5885,5885
madhya pradesh,harda,harda,arhar (tur/red gram)(whole),arhar dal(tur),19-08-2025,3850,3850,3850
madhya pradesh,harda,harda,bengal gram(gram)(whole),desi (f.a.q. split),19-08-2025,3500,5790,5790
madhya pradesh,harda,harda,soyabean,yellow,19-08-2025,3000,4590,4180
madhya pradesh,harda,khirakiya,bengal gram(gram)(whole),desi (f.a.q. split),19-08-2025,4000,4000,4000
madhya pradesh,harda,sirali(f&v),spinach,spinach,19-08-2025,1000,1000,1000
madhya pradesh,hoshangabad,itarsi,bengal gram(gram)(whole),gram,19-08-2025,3334,5526,5526
madhya pradesh,hoshangabad,semriharchand,wheat,mill quality,19-08-2025,2601,2603,2603
madhya pradesh,indore,indore,black gram (urd beans)(whole),urda/urd,19-08-2025,7450,7450,7450
madhya pradesh,indore,indore,garlic,garlic,19-08-2025,2700,4640,4640
madhya pradesh,jabalpur,paatan,black gram (urd beans)(whole),urda/urd,19-08-2025,6630,7175,7175
madhya pradesh,jabalpur,paatan,wheat,wheat,19-08-2025,2625,2635,2635
madhya pradesh,jabalpur,sehora,black gram (urd beans)(whole),urda/urd,19-08-2025,6570,6765,6765
madhya pradesh,jhabua,petlawad,wheat,lokwan,19-08-2025,2450,2460,2455
madhya pradesh,katni,katni,wheat,mill quality,19-08-2025,2400,2600,2540
madhya pradesh,katni,katni,wheat,wheat,19-08-2025,2400,2400,2400
madhya pradesh,khandwa,harsood,soyabean,yellow,19-08-2025,3935,4009,4009
madhya pradesh,khandwa,harsood,wheat,wheat,19-08-2025,2654,2661,2661
madhya pradesh,khandwa,khandwa,soyabean,soyabeen,19-08-2025,4300,4400,4400
madhya pradesh,khandwa,khandwa,soyabean,yellow,19-08-2025,4296,4517,4517
madhya pradesh,khandwa,khandwa,wheat,wheat,19-08-2025,2600,2700,2700
madhya pradesh,khandwa,sanawad(f&v),cauliflower,african sarson,19-08-2025,2000,2000,2000
madhya pradesh,khandwa,sanawad(f&v),green chilli,green chilly,19-08-2025,4000,5000,4500
madhya pradesh,khandwa,sanawad(f&v),pumpkin,other,19-08-2025,800,1000,900
madhya pradesh,khargone,khargone,kabuli chana(chickpeas-white),dollar gram,19-08-2025,8405,8405,8405
madhya pradesh,mandla,mandla,kodo millet(varagu),kondo,19-08-2025,2300,2310,2310
madhya pradesh,mandsaur,daloda,wheat,wheat,19-08-2025,2750,2780,2780
madhya pradesh,mandsaur,mandsaur,bengal gram(gram)(whole),gram,19-08-2025,5653,5901,5901
madhya pradesh,mandsaur,shamgarh,onion,other,19-08-2025,700,761,761
madhya pradesh,mandsaur,shamgarh,"sesamum(sesame,gingelly,til)",sesame,19-08-2025,5400,9211,8000
madhya pradesh,mandsaur,shamgarh,soyabean,soyabeen,19-08-2025,3000,4600,4600
madhya pradesh,mandsaur,shamgarh,wheat,mill quality,19-08-2025,2574,2661,2661
madhya pradesh,morena,kailaras,wheat,wheat,19-08-2025,2592,2598,2598
madhya pradesh,morena,sabalgarh,mustard,mustard,19-08-2025,6925,6985,6985
madhya pradesh,morena,sabalgarh(f&v),bhindi(ladies finger),bhindi,19-08-2025,1000,1000,1000
madhya pradesh,narsinghpur,gadarwada,paddy(dhan)(common),puspa (mr 301),19-08-2025,3440,3500,3500
madhya pradesh,narsinghpur,narsinghpur,bengal gram(gram)(whole),desi (f.a.q. split),19-08-2025,5412,5775,5775
madhya pradesh,narsinghpur,narsinghpur,green gram (moong)(whole),green (whole),19-08-2025,6275,7531,7531
madhya pradesh,neemuch,manasa,soyabean,soyabeen,19-08-2025,4396,4658,4658
madhya pradesh,neemuch,neemuch,barley (jau),barley,19-08-2025,2386,2386,2386
madhya pradesh,raisen,bareli,green gram (moong)(whole),green (whole),19-08-2025,6420,6500,6500
madhya pradesh,raisen,obedullaganj,paddy(dhan)(common),basumathi,19-08-2025,3825,3965,3895
madhya pradesh,raisen,silvani,wheat,wheat,19-08-2025,2611,2611,2611
madhya pradesh,rajgarh,biaora,onion,onion,19-08-2025,600,1500,1500
madhya pradesh,rajgarh,khujner,soyabean,soyabeen,19-08-2025,3985,4560,4560
madhya pradesh,rajgarh,khujner,wheat,wheat,19-08-2025,2570,2634,2634
madhya pradesh,rajgarh,pachaur,lentil (masur)(whole),masur dal,19-08-2025,6305,6305,6305
madhya pradesh,ratlam,jaora,bengal gram(gram)(whole),gram,19-08-2025,5760,5991,5991
madhya pradesh,ratlam,jaora,garlic,garlic,19-08-2025,2653,8000,8000
madhya pradesh,ratlam,jawra(f&v),bottle gourd,bottle gourd,19-08-2025,1000,1800,1400
madhya pradesh,ratlam,jawra(f&v),ginger(green),green ginger,19-08-2025,2000,4000,2600
madhya pradesh,ratlam,jawra(f&v),ridgeguard(tori),ridgeguard(tori),19-08-2025,1500,3000,2100
madhya pradesh,ratlam,ratlam,garlic,garlic,19-08-2025,3352,7000,7000
madhya pradesh,ratlam,sailana,methi seeds,methiseeds,19-08-2025,4611,4611,4611
madhya pradesh,sagar,khurai,green peas,pea,19-08-2025,3000,3125,3010
madhya pradesh,sagar,khurai(f&v),tomato,deshi,19-08-2025,2400,3000,2700
madhya pradesh,sagar,sagar,soyabean,soyabeen,19-08-2025,4280,4625,4400
madhya pradesh,satna,amarpatan,wheat,mill quality,19-08-2025,2555,2570,2570
madhya pradesh,satna,nagod,arhar (tur/red gram)(whole),arhar dal(tur),19-08-2025,5500,5600,5600
madhya pradesh,satna,satna,wheat,wheat,19-08-2025,2500,2545,2500
madhya pradesh,sehore,rehati,paddy(dhan)(common),paddy,19-08-2025,1685,1731,1731
madhya pradesh,sehore,sehore,soyabean,yellow,19-08-2025,3670,4700,4700
madhya pradesh,sehore,sehore,wheat,wheat,19-08-2025,2651,2765,2765
madhya pradesh,seoni,ghansour,wheat,mill quality,19-08-2025,2400,2400,2400
madhya pradesh,seoni,keolari,wheat,mill quality,19-08-2025,2415,2425,2425
madhya pradesh,seoni,palari,maize,local,19-08-2025,2200,2200,2200
madhya pradesh,seoni,seoni,wheat,wheat,19-08-2025,2700,2700,2700
madhya pradesh,shajapur,agar,bengal gram(gram)(whole),gram,19-08-2025,5701,5750,5750
madhya pradesh,shajapur,agar,soyabean,soyabeen,19-08-2025,2053,4717,4540
madhya pradesh,shajapur,agar,wheat,wheat,19-08-2025,2584,2780,2599
madhya pradesh,shajapur,kalapipal,soyabean,yellow,19-08-2025,2500,4646,4600
madhya pradesh,shajapur,shajapur,wheat,wheat,19-08-2025,2571,2693,2693
madhya pradesh,shajapur,shujalpur,bengal gram(gram)(whole),gram,19-08-2025,3400,3400,3400
madhya pradesh,shajapur,shujalpur,garlic,desi,19-08-2025,2450,5600,3500
madhya pradesh,shajapur,soyatkalan,onion,onion,19-08-2025,650,1595,1000
madhya pradesh,shivpuri,badarwas,soyabean,soyabeen,19-08-2025,4495,4495,4495
madhya pradesh,shivpuri,kolaras,mustard,mustard,19-08-2025,6765,7100,7060
madhya pradesh,sidhi,sidhi,wheat,mill quality,19-08-2025,2445,2475,2475
madhya pradesh,tikamgarh,khargapur,mustard,mustard,19-08-2025,6100,6300,6140
madhya pradesh,ujjain,badnagar,kabuli chana(chickpeas-white),dollar gram,19-08-2025,5400,5909,5909
madhya pradesh,ujjain,mahidpur,wheat,wheat,19-08-2025,2652,2751,2751
madhya pradesh,ujjain,nagda,soyabean,soyabeen,19-08-2025,4605,4610,4610
madhya pradesh,ujjain,nagda,soyabean,yellow,19-08-2025,4575,4575,4575
madhya pradesh,ujjain,tarana,soyabean,soyabeen,19-08-2025,4011,4711,4711
madhya pradesh,ujjain,ujjain,potato,potato,19-08-2025,922,1254,1254
madhya pradesh,umariya,umariya,bengal gram(gram)(whole),gram,19-08-2025,4810,4810,4810
madhya pradesh,vidisha,ganjbasoda,black gram (urd beans)(whole),urda/urd,19-08-2025,4000,5000,5000
madhya pradesh,vidisha,ganjbasoda,wheat,local,19-08-2025,2568,2568,2568
madhya pradesh,vidisha,ganjbasoda,wheat,malwa shakti,19-08-2025,2568,2568,2568
